,Type,Name,Location,Capacity,Inspections,Phone
653,DAY CARE (FACILITY-BASED PROGRAM),COLLEGE CHILD DEVELOPMENT CENTRE,"299 COLLEGE DRIVE SE  MEDICINE HAT, AB  T1A 3Y6  ",43,view,  403-504-3694
654,PRE-SCHOOL (FACILITY-BASED PROGRAM),COLLICUTT CENTRE PRESCHOOL PROGRAM,"3031 30 AVE  RED DEER, AB  T4R 2Z7  ",24,view,  403-358-7529
655,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),COLONEL WALKER PROGRAMS,"1740 - 24 AVENUE SE  CALGARY, AB  T2G 1P9  ",66,view,  403-263-2151
656,DAY CARE (FACILITY-BASED PROGRAM),COLUMBIA CHILDCARE CENTRE,"802 MANNING ROAD NE  CALGARY, AB  T2E 7N8  ",60,view,  403-648-2270
657,DAY CARE (FACILITY-BASED PROGRAM),COMMON DIGS FOREST SCHOOL - OKOTOKS,"31 RIVERSIDE WAY  OKOTOKS, AB  T1S 1A6  ",30,view,  403-354-0736
658,DAY CARE (FACILITY-BASED PROGRAM),COMMON DIGS FOREST SCHOOL - ROSEMONT,"2807 - 10 STREET NW  CALGARY, AB  T2K 1H2  ",34,view,  403-650-5665
659,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),COMMUNITY CHILD CARE INC. - AIRDRIE,"1721 SUMMERFIELD BLVD SE  AIRDRIE, AB  T4B 1T3  ",40,view,  587-433-1647
660,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),COMMUNITY CHILD CARE INC. - CHESTERMERE,"285 WEST CREEK DRIVE  CHESTERMERE, AB  T1X 0L2  ",40,view,  403-463-4002
661,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),COMMUNITY CHILD CARE INC. - COOPERS,"1050 COOPERS DRIVE SW  AIRDRIE, AB  T4B 0X6  ",50,view,  403-829-9501
662,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),COMMUNITY CHILD CARE INC. - HERONS,"1860 REUNION BLVD NW  AIRDRIE, AB  T4B 0H2  ",35,view,  587-437-1650
663,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),COMMUNITY CHILD CARE INC. - NORTHCOTT,"275 HILLCREST DRIVE  AIRDRIE, AB  T4B 4B3  ",55,view,  403-828-8767
664,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),COMMUNITY CHILD CARE INC. - WINDSONG,"3030 WINDSONG BLVD SW  AIRDRIE, AB  T4B 0Y3  ",29,view,  403-589-5597
665,DAY CARE (FACILITY-BASED PROGRAM),COMMUNITY CONNECTIONS CHILD CARE CENTRE,"5108 50 STREET  ROCKY MOUNTAIN HOUSE, AB  T4T 1G7  ",57,view,  403-846-2364
666,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),COMMUNITY CONNECTIONS CHILD CARE CENTRE,"5108 50 STREET  ROCKY MOUNTAIN HOUSE, AB  T4T 1G7  ",57,view,  403-846-2364
667,DAY CARE (FACILITY-BASED PROGRAM),COMMUNITY OPTIONS EARLY LEARNING & CHILD CARE CENTRE,"11130 - 131 STREET  EDMONTON, AB  T5M 1C1  ",36,view,  780-447-4474
668,DAY CARE (FACILITY-BASED PROGRAM),COMMUNITY T.I.E.S DAYCARE,"200 LINCOLN STREET  PENHOLD, AB  T4N 5E3  ",61,view,  403-886-2175
669,DAY CARE (FACILITY-BASED PROGRAM),CONNECTING DOTS FOR SPECIAL NEEDS BY ALPHABET,"4712 50 STREET  RED DEER, AB  T4N 1X2  ",54,view,  403-588-6060
670,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),CONNECTING DOTS FOR SPECIAL NEEDS BY ALPHABET,"4712 50 STREET  RED DEER, AB  T4N 1X2  ",54,view,  403-588-6060
671,PRE-SCHOOL (FACILITY-BASED PROGRAM),CONSORT PLAYSCHOOL SOCIETY,"5231 50 STREET  CONSORT, AB  T0C 1B0  ",23,view,  403-577-3654
672,PRE-SCHOOL (FACILITY-BASED PROGRAM),COOKIE JAR PRESCHOOL,"4604 - 49 AVENUE  ROCKY MOUNTAIN HOUSE, AB  T4T 1E1  ",24,view,  403-845-7600
673,DAY CARE (FACILITY-BASED PROGRAM),CORE CHILD CARE SOCIETY,"4632-3RD AVE  EDSON, AB  T7E 1C2  ",141,view,  587-466-9292
674,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),CORE CHILD CARE SOCIETY,"4632-3RD AVE  EDSON, AB  T7E 1C2  ",141,view,  587-466-9292
675,PRE-SCHOOL (FACILITY-BASED PROGRAM),CORE DYNAMICS ARTS PRESCHOOL,"201-1716 50 AVENUE  LLOYDMINSTER, AB  T9V 0Y1  ",10,view,  780-874-9988
676,DAY CARE (FACILITY-BASED PROGRAM),CORNERSTONE CHILD DAY CARE INC. PHASE 2,"2, 6208 RUNDLEHORN DRIVE NE  CALGARY, AB  T1Y 2X1  ",67,view,  403-280-5155
677,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),CORNERSTONE CHILD DAY CARE INC. PHASE 2,"2, 6208 RUNDLEHORN DRIVE NE  CALGARY, AB  T1Y 2X1  ",67,view,  403-280-5155
678,DAY CARE (FACILITY-BASED PROGRAM),CORNERSTONE CHILD DAYCARE INC. PHASE 1,"5703 - 24 AVENUE NE  CALGARY, AB  T1Y 4R1  ",20,view,  403-293-9012
679,DAY CARE (FACILITY-BASED PROGRAM),CORNERSTONE CHILD DEVELOPMENT CENTRE,"7803 87 STREET  DONNAN SCHOOL  EDMONTON, AB  T6C 3G6  ",72,view,  780-469-3994
680,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),CORNERSTONE CHILD DEVELOPMENT CENTRE,"7803 87 STREET  DONNAN SCHOOL  EDMONTON, AB  T6C 3G6  ",72,view,  780-469-3994
681,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),CORPUS CHRISTI OUT OF SCHOOL CARE PROGRAM,"460 WATT BLVD SW  CORPUS CHRISTI SCHOOL  EDMONTON, AB  T6X 1P9  ",65,view,  780-267-4855
682,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),COUNTRY CLUB DAY CARE,"462 6655 178 STREET  EDMONTON, AB  T5T 4J5  ",126,view,  780-444-6698
683,DAY CARE (FACILITY-BASED PROGRAM),COUNTRY CLUB DAY CARE,"462 6655 178 STREET  EDMONTON, AB  T5T 4J5  ",126,view,  780-444-6698
684,DAY CARE (FACILITY-BASED PROGRAM),COUNTRY KIDS CHILD CARE,"818 THE BROADWAY  STANDARD, AB  T0J 3G0  ",30,view,  403-644-2205
685,PRE-SCHOOL (FACILITY-BASED PROGRAM),COUNTRY KIDS CHILD CARE,"818 THE BROADWAY  STANDARD, AB  T0J 3G0  ",30,view,  403-644-2205
686,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),COUNTRY KIDS CHILD CARE,"818 THE BROADWAY  STANDARD, AB  T0J 3G0  ",30,view,  403-644-2205
687,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),COUNTY PLACE EARLY LEARNING & CARE CENTRE-DAY CARE,"922 ASH STREET  SHERWOOD PARK, AB  T8A 2G1  ",111,view,  780-417-5008
688,DAY CARE (FACILITY-BASED PROGRAM),COUNTY PLACE EARLY LEARNING & CARE CENTRE-DAY CARE,"922 ASH STREET  SHERWOOD PARK, AB  T8A 2G1  ",111,view,  780-417-5008
689,PRE-SCHOOL (FACILITY-BASED PROGRAM),COVENANT CHRISTIAN PRESCHOOL,"49257 RR 250  COVENANT CHRISTIAN SCHOOL  LEDUC COUNTY, AB  T4X 2T6  ",16,view,  780-986-8353
690,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),CP KIDZ CLUB,"4815 43 STREET  CP BLAKELY ELEMENTARY SCHOOL  SYLVAN LAKE, AB  T4S 1A3  ",50,view,  403-887-4062
691,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),CRAWFORD PLAINS DAY CARE CENTRE,"1535 MILLWOODS ROAD EAST  EDMONTON, AB  T6L 5H1  ",110,view,  780-413-4143
692,DAY CARE (FACILITY-BASED PROGRAM),CRAWFORD PLAINS DAY CARE CENTRE,"1535 MILLWOODS ROAD EAST  EDMONTON, AB  T6L 5H1  ",110,view,  780-413-4143
693,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),CRAYON ACADEMY INC OSC & BEFORE AND AFTER SCHOOL CARE,"1001 ELM STREET SE  MEDICINE HAT, AB  T1A 1C2  ",35,view,  403-548-6154
694,DAY CARE (FACILITY-BASED PROGRAM),CRAYON ACADEMY INC.,"155 11 ST SW (IN PORTABLES)  MEDICINE HAT, AB  T1A 4S2  ",34,view,  403-878-7406
695,DAY CARE (FACILITY-BASED PROGRAM),CRAYON ACADEMY INC. - SE,"379 ABERDEEN STREET, SE  MEDICINE HAT, AB  T1A 0R3  ",40,view,  403-548-6154
696,PRE-SCHOOL (FACILITY-BASED PROGRAM),CREATING FUTURES DAYCARE,"101-800 YANKEE VALLEY BLVD SW  AIRDRIE, AB  T4B 3Y2  ",147,view,  587-228-5692
697,DAY CARE (FACILITY-BASED PROGRAM),CREATING FUTURES DAYCARE,"101-800 YANKEE VALLEY BLVD SW  AIRDRIE, AB  T4B 3Y2  ",147,view,  587-228-5692
698,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),CREATING FUTURES DAYCARE,"101-800 YANKEE VALLEY BLVD SW  AIRDRIE, AB  T4B 3Y2  ",147,view,  587-228-5692
699,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),CREATIONS CHILD CARE INC.,"65 SHANNON DRIVE SW  FATHER DOUCET SCHOOL  CALGARY, AB  T2Y 2T5  ",36,view,  403-399-0085
700,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),CREATIONS CHILD CARE INC.,"224 SHAWNESSY DRIVE SW  JANET JOHNSTONE SCHOOL  CALGARY, AB  T2Y 1M1  ",65,view,  403-399-0085
701,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),CREATIVE CHILDREN'S DAY CARE (2003) LTD.,"222 MAIN STREET  SPRUCE GROVE, AB  T7X 0G2  ",54,view,  780-962-8756
702,DAY CARE (FACILITY-BASED PROGRAM),CREATIVE CHILDREN'S DAY CARE (2003) LTD.,"222 MAIN STREET  SPRUCE GROVE, AB  T7X 0G2  ",54,view,  780-962-8756
703,PRE-SCHOOL (FACILITY-BASED PROGRAM),CREATIVE CRAYONS PRESCHOOL,"6406 44B AVE  CAMROSE, AB  T4V 2M7  ",22,view,  780-673-7066
704,DAY CARE (FACILITY-BASED PROGRAM),CREATIVE KIDS ACADEMY,"3708 - 44 AVENUE NE  CALGARY, AB  T1Y 5V8  ",94,view,  403-590-0814
705,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),CREATIVE KIDS ACADEMY,"3708 - 44 AVENUE NE  CALGARY, AB  T1Y 5V8  ",94,view,  403-590-0814
706,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),CREATIVE KIDZ DAYCARE,"7632 144 AVE  EDMONTON, AB  T5C 2R7  ",87,view,  780-250-5439
707,DAY CARE (FACILITY-BASED PROGRAM),CREATIVE KIDZ DAYCARE,"7632 144 AVE  EDMONTON, AB  T5C 2R7  ",87,view,  780-250-5439
708,DAY CARE (FACILITY-BASED PROGRAM),CREATIVE LEARNING CENTRE,"2120, 380 CANYON MEADOWS DRIVE SE  CALGARY, AB  T2J 7C3  ",40,view,  403-225-0600
709,PRE-SCHOOL (FACILITY-BASED PROGRAM),CREATIVE MINDS PRESCHOOL,"UNIT 109, 6104 - 172 STREET  EDMONTON, AB  T6M 1G9  ",20,view,  780-443-3200
710,PRE-SCHOOL (FACILITY-BASED PROGRAM),CREATIVE MINDS PRESCHOOL #4,"106/107/108 10807 CASTLEDOWNS ROAD  EDMONTON, AB  T5X 3N7  ",72,view,  780-475-4000
711,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),CREATIVE WORLD,"2004 - 4 STREET NE  (MOUNTVIEW SCHOOL)  CALGARY, AB  T2E 3T8  ",53,view,  403-988-9689
712,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),CREEKSIDE CREATIVE ACADEMY,"2827 30 AVENUE #1217  RED DEER, AB  T4R 2P7  ",105,view,  403-318-7677
713,DAY CARE (FACILITY-BASED PROGRAM),CREEKSIDE CREATIVE ACADEMY,"2827 30 AVENUE #1217  RED DEER, AB  T4R 2P7  ",105,view,  403-318-7677
714,DAY CARE (FACILITY-BASED PROGRAM),CREEKWOOD DAYCARE CENTRE,"205, 8311 CHAPPELLE WAY SW  EDMONTON, AB  T6W 3Y8  ",76,view,  780-803-0686
715,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),CREEKWOOD DAYCARE CENTRE,"205, 8311 CHAPPELLE WAY SW  EDMONTON, AB  T6W 3Y8  ",76,view,  780-803-0686
716,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),CRESCENDO OUT OF SCHOOL CARE,"318 WINDERMERE ROAD  EDMONTON, AB  T6W 2Z8  ",26,view,  780-695-2396
717,PRE-SCHOOL (FACILITY-BASED PROGRAM),CRESTOMERE PLAYSCHOOL,"NE 11-42-28-W4  LACOMBE, AB  T4L 2N3  ",9,view,  403-877-3892
718,PRE-SCHOOL (FACILITY-BASED PROGRAM),CRESTWOOD MONTESSORI SCHOOL,"10042 - 164 STREET  EDMONTON, AB  T5P 4Y3  ",21,view,  780-489-0773
719,DAY CARE (FACILITY-BASED PROGRAM),CROSS CULTURAL CHILDREN'S CENTER,"111, 1111 - 11 AVENUE SW  CALGARY, AB  T2R 0G5  ",81,view,  403-262-5692
720,DAY CARE (FACILITY-BASED PROGRAM),CROSSFIELD MONTESSORI CHILDCARE LTD,"901 MOUNTAIN AVENUE  CROSSFIELD, AB  T0M 0S0  ",84,view,  403-946-0222
721,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),CROSSFIELD MONTESSORI CHILDCARE LTD,"901 MOUNTAIN AVENUE  CROSSFIELD, AB  T0M 0S0  ",84,view,  403-946-0222
722,PRE-SCHOOL (FACILITY-BASED PROGRAM),CROSSFIELD PLAYSCHOOL ASSOCIATION,"1120 MOUNTAIN AVENUE  CROSSFIELD, AB  T0M 0S0  ",24,view,  403-946-0255
723,PRE-SCHOOL (FACILITY-BASED PROGRAM),CROSSROADS COMMUNITY ASSOCIATION PRESCHOOL,"1803 - 14 AVENUE NE  CALGARY, AB  T2E 1G4  ",24,view,  403-277-2168
724,DAY CARE (FACILITY-BASED PROGRAM),CRYSTALRIDGE LEARNING CENTRE,"100, 26 CRYSTALRIDGE DRIVE  OKOTOKS, AB  T1S 2C3  ",126,view,  403-982-0046
725,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),CRYSTALRIDGE LEARNING CENTRE,"100, 26 CRYSTALRIDGE DRIVE  OKOTOKS, AB  T1S 2C3  ",126,view,  403-982-0046
726,DAY CARE (FACILITY-BASED PROGRAM),CUPS CHILD DEVELOPMENT CENTRE,"622 - 11 AVENUE SW  CALGARY, AB  T2R 0E2  ",48,view,  403-290-5520
727,DAY CARE (FACILITY-BASED PROGRAM),CURIOSITY AND WONDER CHILD CARE PROGRAM,"110 5TH STREET  COWLEY, AB  T0K 0P0  ",15,view,  403-432-0151
728,PRE-SCHOOL (FACILITY-BASED PROGRAM),CURIOSITY CORNER PRESCHOOL INC.,"126, 790 COVENTRY DRIVE NE  CALGARY, AB  T3K 4K4  ",24,view,  403-226-3710
729,DAY CARE (FACILITY-BASED PROGRAM),CURIOUS KIDS LEARNING CENTER,"410, 180 LEGACY MAIN STREET SE  CALGARY, AB  T2X 4R9  ",69,view,  587-623-1106
730,DAY CARE (FACILITY-BASED PROGRAM),CURIOUS LEARNERS DAYCARE AND OUT OF SCHOOL CARE WESTMOUNT,"11024 127 STREET  EDMONTON, AB  T5M 0T2  ",64,view,  587-594-5219
731,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),CURIOUS LEARNERS DAYCARE AND OUT OF SCHOOL CARE WESTMOUNT,"11024 127 STREET  EDMONTON, AB  T5M 0T2  ",64,view,  587-594-5219
732,DAY CARE (FACILITY-BASED PROGRAM),CYPRESS MONTESSORI BILINGUAL ACADEMY,"4072 STRACHAN ROAD SE  MEDICINE HAT, AB  T1B 4Y3  ",20,view,  403-580-3010
733,DAY CARE (FACILITY-BASED PROGRAM),DAISY DAYCARE,"151 CRIMSON DRIVE  HOLY SPIRIT CATHOLIC SCHOOL  SHERWOOD PARK, AB  T8A 2R2  ",48,view,  780-966-0087
734,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),DAISY DAYCARE,"151 CRIMSON DRIVE  HOLY SPIRIT CATHOLIC SCHOOL  SHERWOOD PARK, AB  T8A 2R2  ",48,view,  780-966-0087
735,PRE-SCHOOL (FACILITY-BASED PROGRAM),DALHOUSIE OUT OF SCHOOL AND PLAYSCHOOL,"5432 DALHART ROAD NW  CALGARY, AB  T3A 1V6  ",62,view,  403-286-2555
736,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),DALHOUSIE OUT OF SCHOOL AND PLAYSCHOOL,"5432 DALHART ROAD NW  CALGARY, AB  T3A 1V6  ",62,view,  403-286-2555
737,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),DALHOUSIE OUT OF SCHOOL CARE - DALHOUSIE ELEMENTARY,"4440 DALLYN STREET NW  CALGARY, AB  T3A 1K3  ",100,view,  587-437-8217
738,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),DALHOUSIE OUT OF SCHOOL CARE WEST DALHOUSIE ELEMENTARY,"6502 - 58 STREET NW  CALGARY, AB  T3A 2C8  ",45,view,  403-286-2555
739,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),DALY GROVE DAY CARE,"4231 23 AVENUE  EDMONTON, AB  T6L 5Z8  ",72,view,  780-461-2761
740,DAY CARE (FACILITY-BASED PROGRAM),DALY GROVE DAY CARE,"4231 23 AVENUE  EDMONTON, AB  T6L 5Z8  ",72,view,  780-461-2761
741,DAY CARE (FACILITY-BASED PROGRAM),DANA DAY CARE LTD.,"3 ROSSDALE ROAD SW  CALGARY, AB  T3C 2N9  ",48,view,  403-242-1904
742,DAY CARE (FACILITY-BASED PROGRAM),DAVE MCNEILLY BETHEL CHILDCARE,"431 CALLEN DRIVE  FORT MCMURRAY, AB  T9K 0X8  ",150,view,  780-880-6510
743,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),DAVE MCNEILLY BETHEL CHILDCARE,"431 CALLEN DRIVE  FORT MCMURRAY, AB  T9K 0X8  ",150,view,  780-880-6510
744,PRE-SCHOOL (FACILITY-BASED PROGRAM),DAVID THOMPSON PLAYSCHOOL,"622 CONDOR ROAD - NW5 39 4 W5  CONDOR, AB  T0M 0P0  ",17,view,  403-729-3849
745,DAY CARE (FACILITY-BASED PROGRAM),"DAYCARE ""KOLOBOK""","19815 45 AVENUE  EDMONTON, AB  T6M 2N4  ",46,view,  780-263-0076
746,DAY CARE (FACILITY-BASED PROGRAM),DAYDREAMS ELCC LTD.,"329 - 3 AVENUE SE  HIGH RIVER, AB  T1V 1H8  ",82,view,  403-601-2167
747,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),DAYDREAMS ELCC LTD.,"329 - 3 AVENUE SE  HIGH RIVER, AB  T1V 1H8  ",82,view,  403-601-2167
748,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),DAYDREAMS OSC,"123 MACLEOD TRAIL SE  HIGH RIVER, AB  T1V 1M6  ",65,view,  403-601-2167
749,PRE-SCHOOL (FACILITY-BASED PROGRAM),DAYSLAND & DISTRICT PLAYSCHOOL,"5210-50TH ST  DAYSLAND, AB  T0B 1A0  ",19,view,  780-940-0272
750,DAY CARE (FACILITY-BASED PROGRAM),DAYSTAR CHILDCARE CENTRE,"101 ABRAHAM DRIVE  FORT MCMURRAY, AB  T9H 0J1  ",58,view,  587-537-6985
751,PRE-SCHOOL (FACILITY-BASED PROGRAM),DE WINTON COMMUNITY PRESCHOOL,"114 MACLEOD TRAIL  DEWINTON, AB  T0L 0X0  ",24,view,  403-852-5887
752,DAY CARE (FACILITY-BASED PROGRAM),DEER RUN COMMUNITY CHILD CARE,"2223 - 146 AVENUE SE  CALGARY, AB  T2J 6P8  ",120,view,  403-271-3704
753,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),DEER RUN COMMUNITY CHILD CARE,"2223 - 146 AVENUE SE  CALGARY, AB  T2J 6P8  ",120,view,  403-271-3704
754,PRE-SCHOOL (FACILITY-BASED PROGRAM),DELBURNE PLAYSCHOOL,"1832-22 AVENUE  DELBURNE, AB  T0M 0V0  ",24,view,  403-505-6555
755,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),DELTON EARLY LEARNING,"12126 90 STREET NW  EDMONTON, AB  T5B 3Z3  ",61,view,  780-752-2229
756,DAY CARE (FACILITY-BASED PROGRAM),DELTON EARLY LEARNING,"12126 90 STREET NW  EDMONTON, AB  T5B 3Z3  ",61,view,  780-752-2229
757,PRE-SCHOOL (FACILITY-BASED PROGRAM),DENFORD PARK PRESCHOOL,"4118 41 AVENUE  EDMONTON, AB  T6L 5Y6  ",24,view,  780-886-6453
758,PRE-SCHOOL (FACILITY-BASED PROGRAM),DEVON CHRISTIAN PRESCHOOL,"205 MIQUELON AVENUE WEST  DEVON CHRISTIAN SCHOOL  DEVON, AB  T9G 0L8  ",22,view,  780-987-4157
759,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),DEW DROPS DAYCARE CENTRE CALMAR LTD,"4917 50 AVENUE  CALMAR, AB  T0C 0V0  ",39,view,  780-985-2818
760,DAY CARE (FACILITY-BASED PROGRAM),DEW DROPS DAYCARE CENTRE CALMAR LTD,"4917 50 AVENUE  CALMAR, AB  T0C 0V0  ",39,view,  780-985-2818
761,DAY CARE (FACILITY-BASED PROGRAM),DIAMOND DAY CARE CENTRE,"7510 132 AVENUE  ST. VLADIMIR SCHOOL  EDMONTON, AB  T5C 2A9  ",54,view,  780-476-2279
762,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),DIAMOND DAY CARE CENTRE,"7510 132 AVENUE  ST. VLADIMIR SCHOOL  EDMONTON, AB  T5C 2A9  ",54,view,  780-476-2279
763,DAY CARE (FACILITY-BASED PROGRAM),DIAMOND VALLEY EARLY LEARNING CENTRE,"125 ROYAL AVENUE  TURNER VALLEY, AB  T0L 2A0  ",23,view,  825-994-9176
764,PRE-SCHOOL (FACILITY-BASED PROGRAM),DIAS MAGICOS /MAGIC DAYS PRESCHOOL,"UNIT 103, 235 MILLIGAN DRIVE  DRAKE LANDING  OKOTOKS, AB  T1S 0B8  ",40,view,  403-938-7278
765,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),DICKINSFIELD CHILD DEVELOPMENT CENTER,"20 9228 144 AVE  EDMONTON, AB  T5E 6A3  ",61,view,  780-478-6464
766,DAY CARE (FACILITY-BASED PROGRAM),DICKINSFIELD CHILD DEVELOPMENT CENTER,"20 9228 144 AVE  EDMONTON, AB  T5E 6A3  ",61,view,  780-478-6464
767,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),DIDSBURY OUT OF SCHOOL CARE ASSOCIATION,"2016 23RD AVENUE  DIDSBURY, AB  T0M 0W0  ",60,view,  403-335-8719
768,PRE-SCHOOL (FACILITY-BASED PROGRAM),DIDSBURY PRESCHOOL,"2154 - 18 AVENUE  DIDSBURY, AB  T0M 0W0  ",15,view,  403-335-8818
769,PRE-SCHOOL (FACILITY-BASED PROGRAM),DIE KLEINE KINDERSCHULE (FOREST HEIGHTS),"10304 - 81 STREET  FOREST HEIGHTS SCHOOL  EDMONTON, AB  T6A 3X4  ",20,view,  780-466-0312
770,PRE-SCHOOL (FACILITY-BASED PROGRAM),DIE KLEINE KINDERSCHULE (RIO TERRACE),"7608 - 154 STREET  RIO TERRACE SCHOOL  EDMONTON, AB  T5R 1R7  ",20,view,  780-695-8388
771,PRE-SCHOOL (FACILITY-BASED PROGRAM),DIE KLEINE KINDERSCHULE KINDERGARTEN SOCIETY,"8310 ROPER ROAD  EDMONTON, AB  T6E 6E3  ",20,view,  780-437-0010
772,DAY CARE (FACILITY-BASED PROGRAM),DINO DAY CARE,"12924/26 127 STREET  EDMONTON, AB  T5L 1A9  ",48,view,  780-451-4978
773,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),DINO DAY CARE,"12924/26 127 STREET  EDMONTON, AB  T5L 1A9  ",48,view,  780-451-4978
774,DAY CARE (FACILITY-BASED PROGRAM),DINOSAUR DAY CARE CENTRE,"13704 90A STREET  EDMONTON, AB  T5E 3P1  ",24,view,  780-456-7193
775,DAY CARE (FACILITY-BASED PROGRAM),DISCOVERERS' DAYCARE,"10935 - 113 STREET  ECOLE A LE DECOUVERTE  EDMONTON, AB  T5H 3J4  ",38,view,  780-709-3738
776,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),DISCOVERERS' DAYCARE,"10935 - 113 STREET  ECOLE A LE DECOUVERTE  EDMONTON, AB  T5H 3J4  ",38,view,  780-709-3738
777,PRE-SCHOOL (FACILITY-BASED PROGRAM),DISCOVERIES PLAYSCHOOL,"4904 - 48 STREET  NAZARENE CHURCH  INNISFAIL, AB  T4G 1N1  ",24,view,  403-396-6379
778,DAY CARE (FACILITY-BASED PROGRAM),DISCOVERY CHILD CARE INC.,"2L, 1134 - 8 AVENUE SW  CALGARY, AB  T2P 1J5  ",46,view,  403-261-2811
779,DAY CARE (FACILITY-BASED PROGRAM),DISCOVERY CORNER PRESCHOOL,"250011 RANGE ROAD 33  CALGARY, AB  T3Z 1L2  ",40,view,  403-472-1477
780,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),DISCOVERY CORNER PRESCHOOL,"250011 RANGE ROAD 33  CALGARY, AB  T3Z 1L2  ",40,view,  403-472-1477
781,DAY CARE (FACILITY-BASED PROGRAM),DISCOVERY DAYCARE,"101 - 8703 91 STREET  EDMONTON, AB  T6C 4L4  ",31,view,  780-468-3475
782,PRE-SCHOOL (FACILITY-BASED PROGRAM),DISCOVERY KIDS PRESCHOOL,"117 3RD AVENUE NE  SLAVE LAKE, AB  T0G 2A2  ",16,view,  877-553-0864
783,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),DISCOVERY KIM HUNG KINDERCARE,"#174, 9407 211 ST  EDMONTON, AB  T5T 4R1  ",12,view,  780-242-3403
784,DAY CARE (FACILITY-BASED PROGRAM),DISCOVERY NEST EARLY LEARNING CENTER,"704 LAUBER CRES  EDMONTON, AB  T6R 3J9  ",28,view,  587-937-0241
785,PRE-SCHOOL (FACILITY-BASED PROGRAM),DISCOVERY NURSERY SCHOOL,"260 MCGILL BLVD WEST  THE MARANATHA CHURCH  LETHBRIDGE, AB  T1K 4C6  ",24,view,  403-381-0659
786,PRE-SCHOOL (FACILITY-BASED PROGRAM),DISCOVERY OSC DONALD R GETTY SCHOOL,"8102 CHAPPELLE WAY SW  DONALD R GETTY SCHOOL  EDMONTON, AB  T6W 1A6  ",72,view,  780-257-5573
787,OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),DISCOVERY OSC DONALD R GETTY SCHOOL,"8102 CHAPPELLE WAY SW  DONALD R GETTY SCHOOL  EDMONTON, AB  T6W 1A6  ",72,view,  780-257-5573
788,DAY CARE (FACILITY-BASED PROGRAM),DISCOVERY OSC DONALD R GETTY SCHOOL,"8102 CHAPPELLE WAY SW  DONALD R GETTY SCHOOL  EDMONTON, AB  T6W 1A6  ",72,view,  780-257-5573
