Type,Name,Location,Capacity,Phone
DAY CARE (FACILITY-BASED PROGRAM),FUTURE STARS DAYCARE,"616 - 2 STREET WEST  COCHRANE, AB  T4C 1Z7",36,403-981-0123
DAY CARE (FACILITY-BASED PROGRAM),FUTURESTARS CHILD DEVELOPMENT CENTRE,"10975 95 STREET  EDMONTON, AB  T5H 2E7",28,780-424-3735
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),FUTURESTARS CHILD DEVELOPMENT CENTRE,"10975 95 STREET  EDMONTON, AB  T5H 2E7",28,780-424-3735
PRE-SCHOOL (FACILITY-BASED PROGRAM),FUZZY PICKLES PRESCHOOL,"1003A ALLEN STREET SE  AIRDRIE, AB  T4B 1B3",20,403-948-5277
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),G.W. SMITH SCHOOL AGE PROGRAM,"17 SPRINGFIELD AVENUE  RED DEER, AB  T4N 3T9",29,403-347-7973
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GARDERIE LES P'TITS TRESORS,"120 3RD ST WEST  BROOKS, AB  T6C 3N1",16,780-404-5124
DAY CARE (FACILITY-BASED PROGRAM),GARDERIE LES P'TITS TRESORS,"120 3RD ST WEST  BROOKS, AB  T6C 3N1",16,780-404-5124
PRE-SCHOOL (FACILITY-BASED PROGRAM),"GARDERIE NOUVELLE FRONTIERE ""LES PETITS BOUCS""","11201 PINNACLE BOULEVARD  GRANDE PRAIRIE, AB  T8W 0C6",87,780-814-7945
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),"GARDERIE NOUVELLE FRONTIERE ""LES PETITS BOUCS""","11201 PINNACLE BOULEVARD  GRANDE PRAIRIE, AB  T8W 0C6",87,780-814-7945
DAY CARE (FACILITY-BASED PROGRAM),"GARDERIE NOUVELLE FRONTIERE ""LES PETITS BOUCS""","11201 PINNACLE BOULEVARD  GRANDE PRAIRIE, AB  T8W 0C6",87,780-814-7945
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GARNEAU AFTER SCHOOL CENTRE,"10925 87 AVENUE  GARNEAU SCHOOL  EDMONTON, AB  T6G 0X4",72,780-432-0345
DAY CARE (FACILITY-BASED PROGRAM),GARNEAU/UNIVERSITY EARLY LEARNING CENTRE,"10925 87 AVENUE  GARNEAU SCHOOL  EDMONTON, AB  T6G 0X4",47,780-439-9050
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GATEWAY SCHOOL AGE PROGRAM,"4210 59 STREET  RED DEER, AB  T4N 2M9",42,403-347-7973
DAY CARE (FACILITY-BASED PROGRAM),GBC CHILDCARE CENTRE,"2670 RADCLIFFE DR. SE  CALGARY, AB  T2A 7M2",110,403-235-3636
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GBC CHILDCARE CENTRE,"2670 RADCLIFFE DR. SE  CALGARY, AB  T2A 7M2",110,403-235-3636
PRE-SCHOOL (FACILITY-BASED PROGRAM),GENERATIONS DAY CARE,"5020-52 STREET  BASHAW, AB  T0B 0H0",61,780-372-2053
DAY CARE (FACILITY-BASED PROGRAM),GENERATIONS DAY CARE,"5020-52 STREET  BASHAW, AB  T0B 0H0",61,780-372-2053
PRE-SCHOOL (FACILITY-BASED PROGRAM),GENESIS CHRISTIAN PRESCHOOL,"1318 - 9 AVE SE  HIGH RIVER, AB  T1V 1L2",24,403-336-5421
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GIBBONS OUT OF SCHOOL CARE,"4908 51 AVE  GIBBONS SCHOOL  GIBBONS, AB  T0A 1N0",30,780-923-2338
PRE-SCHOOL (FACILITY-BASED PROGRAM),GIBBONS PRESCHOOL,"5115 51 STREET  GIBBONS, AB  T0A 1N0",24,780-909-7316
PRE-SCHOOL (FACILITY-BASED PROGRAM),GIFT LAKE ABORIGINAL HEAD START PROGRAM,"50 MAIN STREET  900101 NW 28-79-12-5  GIFT LAKE, AB  T0G 1B0",24,780-767-3030
DAY CARE (FACILITY-BASED PROGRAM),GIGGLES DAYCARE,"101-7120 101 AVENUE  EDMONTON, AB  T6A 0H9",23,780-807-1767
DAY CARE (FACILITY-BASED PROGRAM),GIGGLES DAYCARE & OSC,"7123 101 AVE  EDMONTON, AB  T5A 0H9",35,780-200-1348
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GIGGLES DAYCARE & OSC,"7123 101 AVE  EDMONTON, AB  T5A 0H9",35,780-200-1348
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GILGAL CHILDCARE CENTRE,"4900 93 AVENUE NW  EDMONTON, AB  T6B 2L5",72,587-498-8475
DAY CARE (FACILITY-BASED PROGRAM),GILGAL CHILDCARE CENTRE,"4900 93 AVENUE NW  EDMONTON, AB  T6B 2L5",72,587-498-8475
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GLAMORGAN CHILDREN'S CENTRE (PFSAC),"4207 41 AVE SW  CALGARY, AB  T3E 1G2",64,403-217-6677
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GLEN ALLAN OUT OF SCHOOL CARE LTD.,"106 GEORGIAN WAY  GLEN ALLAN ELEMENTARY SCHOOL  SHERWOOD PARK, AB  T8A 2V9",120,780-467-5312
PRE-SCHOOL (FACILITY-BASED PROGRAM),GLENBROOK PRESCHOOL SOCIETY,"4725 - 33 AVENUE SW  CALGARY, AB  T3E 3V1",16,403-870-3356
PRE-SCHOOL (FACILITY-BASED PROGRAM),GLENDALE COMMUNITY PRESCHOOL,"4500 - 25 AVENUE SW  CALGARY, AB  T3E 0M1",18,403-246-5015
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GLENDALE SCHOOL AGE PROGRAM,"6375, 77 STREET  RM 207 & GYMNASIUM  RED DEER, AB  T4P 3E9",42,403-550-4604
PRE-SCHOOL (FACILITY-BASED PROGRAM),GLENDON CARE TO LEARN PRESCHOOL,"# 20 1 ST. NW  GLENDON, AB  T0A 1P0",28,780-623-3881
DAY CARE (FACILITY-BASED PROGRAM),GLENGARRY CHILD CARE CENTRE,"13315 89 STREET  EDMONTON, AB  T5E 3K3",117,780-478-4691
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GLENGARRY CHILD CARE CENTRE,"13315 89 STREET  EDMONTON, AB  T5E 3K3",117,780-478-4691
DAY CARE (FACILITY-BASED PROGRAM),GLENMORE DAYCARE & OSC,"3134 GLENMORE COURT SE  CALGARY, AB  T2C 2E6",63,587-351-3314
DAY CARE (FACILITY-BASED PROGRAM),GLENORA CHILD CARE,"10530 138 STREET  ST. VINCENT SCHOOL  EDMONTON, AB  T5N 2J6",77,780-452-1991
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GLENORA OUT OF SCHOOL CARE,"10405 142 STREET  EDMONTON, AB  T5N 2P3",62,780-452-1991
PRE-SCHOOL (FACILITY-BASED PROGRAM),GLENORA PRESCHOOL,"10426 136 STREET  EDMONTON, AB  T5N 2J4",16,780-452-0120
DAY CARE (FACILITY-BASED PROGRAM),GLOBAL AWARE CARE - SUMMERSIDE,"1103 95 STREET SW  EDMONTON, AB  T6X 0P8",103,780-807-5870
DAY CARE (FACILITY-BASED PROGRAM),GLOBAL AWARE CARE BLACKMUD OSC,"10603 ELLERSLIE ROAD  EDMONTON, AB  T6W 1A1",80,780-975-3376
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GLOBAL AWARE CARE BLACKMUD OSC,"10603 ELLERSLIE ROAD  EDMONTON, AB  T6W 1A1",80,780-975-3376
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GLOBAL AWARE CARE LEWIS FARMS,"9333 199TH STREET NW  EDMONTON, AB  T5T 6E8",97,587-568-3493
DAY CARE (FACILITY-BASED PROGRAM),GLOBAL AWARE CARE LEWIS FARMS,"9333 199TH STREET NW  EDMONTON, AB  T5T 6E8",97,587-568-3493
DAY CARE (FACILITY-BASED PROGRAM),GLOBAL AWARE CARE SAVARYN DAYCARE,"4357 SAVARYN DRIVE SW  EDMONTON, AB  T6X 2E8",87,587-568-6910
PRE-SCHOOL (FACILITY-BASED PROGRAM),GLOBAL AWARE CARE SAVARYN DAYCARE,"4357 SAVARYN DRIVE SW  EDMONTON, AB  T6X 2E8",87,587-568-6910
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GLOBAL AWARE CARE SAVARYN DAYCARE,"4357 SAVARYN DRIVE SW  EDMONTON, AB  T6X 2E8",87,587-568-6910
DAY CARE (FACILITY-BASED PROGRAM),GLOBAL CHILD MONTESSORI,"101-125 CARLETON DRIVE  ST. ALBERT, AB  T8N 7K9",30,780-458-4829
DAY CARE (FACILITY-BASED PROGRAM),GLOBAL CHILDCARE CENTRE,"4723 50 AVE  LEDUC, AB  T9E 6Y5",39,780-980-9700
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GLOBAL CHILDCARE CENTRE,"4723 50 AVE  LEDUC, AB  T9E 6Y5",39,780-980-9700
DAY CARE (FACILITY-BASED PROGRAM),GLOBAL KIDS ACADEMY,"22, 7400 MACLEOD TRAIL SE  CALGARY, AB  T2H 0L9",64,403-238-0029
DAY CARE (FACILITY-BASED PROGRAM),GLOBAL KIDS II,"7212 MACLEOD TRAIL SE  UNITS 170 & 270  CALGARY, AB  T2H 0L9",50,403-478-5922
DAY CARE (FACILITY-BASED PROGRAM),GOLD BAR DAY CARE,"10524 46 STREET  GOLD BAR SCHOOL  EDMONTON, AB  T6A 1Y3",58,780-469-0759
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GOLD BAR DAY CARE,"10524 46 STREET  GOLD BAR SCHOOL  EDMONTON, AB  T6A 1Y3",58,780-469-0759
PRE-SCHOOL (FACILITY-BASED PROGRAM),GOLD BAR PRESCHOOL,"RM 15 10524 46 STREET  GOLD BAR SCHOOL  EDMONTON, AB  T6A 1Y3",21,780-466-4116
DAY CARE (FACILITY-BASED PROGRAM),GOLD STAR DAY CARE,"16648 71 STREET  EDMONTON, AB  T5Z 0N5",108,780-705-1605
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GOLD STAR DAY CARE,"16648 71 STREET  EDMONTON, AB  T5Z 0N5",108,780-705-1605
DAY CARE (FACILITY-BASED PROGRAM),GOLDEN APPLE CHILD CARE,"4105 118 AVE  EDMONTON, AB  T5W 1A2",54,780-328-6400
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GOLDEN APPLE CHILD CARE,"4105 118 AVE  EDMONTON, AB  T5W 1A2",54,780-328-6400
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GOOD SHEPHERD SCHOOL OUT OF SCHOOL CARE PROGRAM,"211 BEACON HILL DRIVE  FORT MCMURRAY, AB  T9H 2R1",25,780-799-5700
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GOOD START DAYCARE,"100, 909 - 7 AVENUE SW  CALGARY, AB  T2P 1A6",85,403-248-8181
PRE-SCHOOL (FACILITY-BASED PROGRAM),GOOD START DAYCARE,"100, 909 - 7 AVENUE SW  CALGARY, AB  T2P 1A6",85,403-248-8181
DAY CARE (FACILITY-BASED PROGRAM),GOOD START DAYCARE,"100, 909 - 7 AVENUE SW  CALGARY, AB  T2P 1A6",85,403-248-8181
DAY CARE (FACILITY-BASED PROGRAM),GRANDE CACHE DAY CARE CENTRE,"10502-106 STREET  GRANDE CACHE, AB  T0E 0Y0",30,780-827-5100
DAY CARE (FACILITY-BASED PROGRAM),GRANDE PRAIRIE FRIENDSHIP CENTRE ABORIGINAL HEAD START PROGRAM,"10105 97 AVENUE  GRANDE PRAIRIE, AB  T8V 0N5",32,780-532-5771
DAY CARE (FACILITY-BASED PROGRAM),GRANDMA GOOCH DAYCARE INC.,"105 31 FAIRVIEW BLVD  ST. ALBERT, AB  T8N 3M5",86,780-807-8672
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GRANDMA GOOCH DAYCARE INC.,"105 31 FAIRVIEW BLVD  ST. ALBERT, AB  T8N 3M5",86,780-807-8672
DAY CARE (FACILITY-BASED PROGRAM),GRANVILLE CHILDCARE CENTER DAYCARE,"7175 WINTERBURN RD. NW  EDMONTON, AB  T5T 4J2",71,780-965-6066
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GRANVILLE CHILDCARE CENTER DAYCARE,"7175 WINTERBURN RD. NW  EDMONTON, AB  T5T 4J2",71,780-965-6066
DAY CARE (FACILITY-BASED PROGRAM),GREAT ADVENTURES ACTIVE LEARNING CENTRE,"1208 - 3 AVENUE SOUTH  LETHBRIDGE, AB  T1J 0H9",45,403-308-5058
DAY CARE (FACILITY-BASED PROGRAM),GREAT ADVENTURES ACTIVE LEARNING CENTRE WEST,"1 DALHOUSIE RD W  LETHBRIDGE, AB  T1K 3X2",34,403-308-5058
PRE-SCHOOL (FACILITY-BASED PROGRAM),GREAT BEGINNINGS PRESCHOOL,"649 QUEENSLAND DRIVE SE  CALGARY, AB  T2J 4S8",29,403-452-5222
DAY CARE (FACILITY-BASED PROGRAM),GREAT EXPECTATIONS CHILDCARE,"3022 CALGARY TRAIL NW  EDMONTON, AB  T6J 6V4",79,780-465-5551
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GREAT EXPECTATIONS CHILDCARE,"3022 CALGARY TRAIL NW  EDMONTON, AB  T6J 6V4",79,780-465-5551
DAY CARE (FACILITY-BASED PROGRAM),GREAT JOURNEYS LEARNING CENTER,"260, 4039 BRENTWOOD ROAD NW  CALGARY, AB  T2L 1L1",64,403-289-3174
PRE-SCHOOL (FACILITY-BASED PROGRAM),GREAT MINDS,"1222, 12 ROYAL VISTA WAY NW  CALGARY, AB  T3R 0N2",15,403-975-9678
PRE-SCHOOL (FACILITY-BASED PROGRAM),GREAT TREASURES PRESCHOOL,"3333 RICHARDSON WAY SW  CALGARY, AB  T3E 7B6",44,403-249-8605
PRE-SCHOOL (FACILITY-BASED PROGRAM),GREEN CIRCLE PRESCHOOL,"6703 - 112 STREET  PARKALLEN SCHOOL  EDMONTON, AB  T6H 3J9",20,780-435-3129
PRE-SCHOOL (FACILITY-BASED PROGRAM),GREEN DOOR NURSERY SCHOOL #2,"231 - 153 AVENUE SE  SUITE 227  CALGARY, AB  T2X 2K2",35,403-870-7367
PRE-SCHOOL (FACILITY-BASED PROGRAM),GREEN DOOR NURSERY SCHOOL LTD.,"11150 BONAVENTURE DRIVE SE  CALGARY, AB  T2J 6R9",30,403-870-7367
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GREENTREE BEFORE AND AFTER SCHOOL CARE,"1050 12 STREET SE  DRUMHELLER, AB  T0J 0Y1",30,403-823-5244
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GREENVIEW ST. FRANCIS CHILDCARE,"5675 38 AVE NW  JOHN PAUL I SCHOOL  EDMONTON, AB  T6L 2Z1",27,587-435-0055
PRE-SCHOOL (FACILITY-BASED PROGRAM),GREY MATTER MONTESSORI INC.,"2060 SYMONS VALLEY PARKWAY NW  SUITE 2004  CALGARY, AB  T3P 0M9",45,587-707-4739
PRE-SCHOOL (FACILITY-BASED PROGRAM),GRIMSHAW PLAYSCHOOL,"4612 50 STREET  GRIMSHAW, AB  T0H 1W0",20,780-617-4844
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GROOVY KIDS CLUB,"10511 103 STREET  HIGH LEVEL, AB  T0H 1Z0",30,780-821-4026
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GROW AND LEARN CHILDCARE AND PRESCHOOL,"11 CRANARCH ROAD SE  CALGARY, AB  T3M 0S8",82,403-264-4769
PRE-SCHOOL (FACILITY-BASED PROGRAM),GROW AND LEARN CHILDCARE AND PRESCHOOL,"11 CRANARCH ROAD SE  CALGARY, AB  T3M 0S8",82,403-264-4769
DAY CARE (FACILITY-BASED PROGRAM),GROW AND LEARN CHILDCARE AND PRESCHOOL,"11 CRANARCH ROAD SE  CALGARY, AB  T3M 0S8",82,403-264-4769
PRE-SCHOOL (FACILITY-BASED PROGRAM),GROWING ADVENTURES,"141 MACLEOD AVE  HINTON, AB  T7V 1T6",25,780-865-2628
PRE-SCHOOL (FACILITY-BASED PROGRAM),GROWING IN GRACE PLAY SCHOOL,"4218 - 56 AVENUE  WETASKIWIN, AB  T9A 2W3",20,780-352-5121
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GU CHINESE SCHOOL OUT OF SCHOOL CARE PROGRAM,"11435 40 AVENUE NW  EDMONTON, AB  T6J 0R4",25,780-710-1808
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),GUARDIANS CHILD CARE AND OUT OF SCHOOL CARE,"7003 199 ST  EDMONTON, AB  T5T 3A8",90,825-461-1944
DAY CARE (FACILITY-BASED PROGRAM),GUARDIANS CHILD CARE AND OUT OF SCHOOL CARE,"7003 199 ST  EDMONTON, AB  T5T 3A8",90,825-461-1944
PRE-SCHOOL (FACILITY-BASED PROGRAM),GUC PLAYSCHOOL,"4708 50 AVENUE  LLOYDMINSTER, AB  T9V 0W4",18,780-875-8959
PRE-SCHOOL (FACILITY-BASED PROGRAM),HAK GREAT BEGINNINGS,"5019-50 STREET  SMOKY LAKE, AB  T0A 3C0",30,780-656-3820
PRE-SCHOOL (FACILITY-BASED PROGRAM),HANAN'S PRESCHOOL & OUT OF SCHOOL CARE,"100, 3829 - 27 STREET NE  CALGARY, AB  T1Y 7G2",24,403-714-6031
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),HANAN'S PRESCHOOL & OUT OF SCHOOL CARE,"100, 3829 - 27 STREET NE  CALGARY, AB  T1Y 7G2",24,403-714-6031
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),HAND IN HAND CHILD CARE SERVICES,"609 - 18 STREET  FORT MACLEOD, AB  T0L 0Z0",75,403-553-3022
DAY CARE (FACILITY-BASED PROGRAM),HANDS ON EARLY LEARNING CENTER LTD.,"3000 COLLEGE DRIVE SOUTH  LETHBRIDGE, AB  T1K 1L6",42,403-320-3430
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),HAPPY DAY EPK,"8 SANDPIPER DRIVE  ECOLE PERE KENNETH KEARNS  SHERWOOD PARK, AB  T8A 0B6",26,780-819-4045
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),HAPPY DAY ST. NICHOLAS,"109 GEORGIAN WAY  ST. NICHOLAS SCHOOL  SHERWOOD PARK, AB  T8A 3K9",26,780-912-1167
PRE-SCHOOL (FACILITY-BASED PROGRAM),HAPPY DAYS PRESCHOOL,"7605 22A STREET SE  CALGARY, AB  T2C 0X6",20,403-236-1268
DAY CARE (FACILITY-BASED PROGRAM),HAPPY DREAMERS DAYCARE,"2703 182 STREET SW  EDMONTON, AB  T6W 4V2",60,780-993-2201
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),HAPPY DREAMERS DAYCARE,"2703 182 STREET SW  EDMONTON, AB  T6W 4V2",60,780-993-2201
PRE-SCHOOL (FACILITY-BASED PROGRAM),HAPPY FACES CHILD CARE CENTRE,"65 C, D, E, F GRAHAM ROAD  SHERWOOD PARK, AB  T8A 3V5",179,780-467-1017
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),HAPPY FACES CHILD CARE CENTRE,"65 C, D, E, F GRAHAM ROAD  SHERWOOD PARK, AB  T8A 3V5",179,780-467-1017
DAY CARE (FACILITY-BASED PROGRAM),HAPPY FACES CHILD CARE CENTRE,"65 C, D, E, F GRAHAM ROAD  SHERWOOD PARK, AB  T8A 3V5",179,780-467-1017
PRE-SCHOOL (FACILITY-BASED PROGRAM),HAPPY HEART PLAYSCHOOL,"9030 MCKENNEY AVE  ST. ALBERT, AB  T8N 2T7",16,780-818-9337
DAY CARE (FACILITY-BASED PROGRAM),HAPPY HOUSE DAYCARE (BONNYVILLE),"1003-4313 50 AVE  BONNYVILLE, AB  T9M 1R2",87,780-594-3933
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),HAPPY HOUSE DAYCARE (BONNYVILLE),"1003-4313 50 AVE  BONNYVILLE, AB  T9M 1R2",87,780-594-3933
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),HAPPY HOUSE DAYCARE (NORTH),"806 SCHOONER DRIVE  COLD LAKE, AB  T9M 0L7",140,780-639-8707
DAY CARE (FACILITY-BASED PROGRAM),HAPPY HOUSE DAYCARE (NORTH),"806 SCHOONER DRIVE  COLD LAKE, AB  T9M 0L7",140,780-639-8707
DAY CARE (FACILITY-BASED PROGRAM),HAPPY HOUSE DAYCARE (SOUTH),"5104 -56 ST  COLD LAKE, AB  T9M 1R2",310,780-594-3933
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),HAPPY HOUSE DAYCARE (SOUTH),"5104 -56 ST  COLD LAKE, AB  T9M 1R2",310,780-594-3933
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),HAPPY SOULS PLAYSCHOOL INC.,"209, 3400 - 14 STREET NW  CALGARY, AB  T2K 1H9",35,403-404-8585
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),HAPPY TALES CHILDCARE,"180, 9 ROYAL VISTA DRIVE NW  CALGARY, AB  T3R 0N2",93,403-474-4344
PRE-SCHOOL (FACILITY-BASED PROGRAM),HAPPY TALES CHILDCARE,"180, 9 ROYAL VISTA DRIVE NW  CALGARY, AB  T3R 0N2",93,403-474-4344
DAY CARE (FACILITY-BASED PROGRAM),HAPPY TALES CHILDCARE,"180, 9 ROYAL VISTA DRIVE NW  CALGARY, AB  T3R 0N2",93,403-474-4344
DAY CARE (FACILITY-BASED PROGRAM),HAPPY TIME CHILD CARE (KILLARNEY CENTRE),"3504 - 26 AVENUE SW  CALGARY, AB  T3E 0N5",68,403-383-4911
DAY CARE (FACILITY-BASED PROGRAM),HAPPY TIME CHILD CARE CENTRE,"11263 OAKFIELD DRIVE SW  CALGARY, AB  T2W 4M2",72,403-383-4911
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),HAPPY TIME CHILD CARE CENTRE,"11263 OAKFIELD DRIVE SW  CALGARY, AB  T2W 4M2",72,403-383-4911
PRE-SCHOOL (FACILITY-BASED PROGRAM),HARDISTY TODDLER'S INN PLAYSCHOOL,"4828-50 STREET  BOX 499  HARDISTY, AB  T0B 1V0",21,780-806-6903
DAY CARE (FACILITY-BASED PROGRAM),HARMONY DAYCARE CENTRE,"UNIT 2201, 100 HORSE CREEK ROAD  COCHRANE, AB  T4C 0E3",56,403-981-0032
DAY CARE (FACILITY-BASED PROGRAM),HARVEST POINTE DAYCARE,"5131 ELLERSLIE ROAD SW  EDMONTON, AB  T6X 1X2",78,780-540-1500
DAY CARE (FACILITY-BASED PROGRAM),HAWKS KIDS OUT OF SCHOOL CARE PROGRAM,"2003 MCKNIGHT BLVD NE  CALGARY, AB  T2E 6L2",80,403-219-3201
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),HAWKS KIDS OUT OF SCHOOL CARE PROGRAM,"2003 MCKNIGHT BLVD NE  CALGARY, AB  T2E 6L2",80,403-219-3201
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),HAWKWOOD CHILDCARE CENTRE LIMITED,"23A, 555 HAWKWOOD BLVD NW  CALGARY, AB  T3G 3K2",66,403-374-1906
DAY CARE (FACILITY-BASED PROGRAM),HAWKWOOD CHILDCARE CENTRE LIMITED,"23A, 555 HAWKWOOD BLVD NW  CALGARY, AB  T3G 3K2",66,403-374-1906
PRE-SCHOOL (FACILITY-BASED PROGRAM),HAY LAKES AND DISTRICT PLAYSCHOOL SOCIETY,"#3 MAIN STREET  BOX 116  HAY LAKES, AB  T0B 1W0",33,780-878-3366
PRE-SCHOOL (FACILITY-BASED PROGRAM),HAYSBORO COMMUNITY PRESCHOOL,"1204 - 89 AVENUE SW  CALGARY, AB  T2V 0W4",15,403-253-6524
DAY CARE (FACILITY-BASED PROGRAM),HAZELDEAN DAY CARE,"9635 66 AVENUE  EDMONTON, AB  T6E 0M2",51,780-432-0899
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),HAZELDEAN DAY CARE,"9635 66 AVENUE  EDMONTON, AB  T6E 0M2",51,780-432-0899
PRE-SCHOOL (FACILITY-BASED PROGRAM),HEADWAY JUNIOR KINDERGARTEN,"10435 76 STREET  HEADWAY SCHOOL  EDMONTON, AB  T6A 3B1",14,780-466-7733
PRE-SCHOOL (FACILITY-BASED PROGRAM),HEARTLAND AGENCY (THE) WESTSIDE,"110, 2000 - 69 STREET SW  CALGARY, AB  T3H 4V7",30,403-503-0203
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),HEARTLAND AGENCY (THE) WESTSIDE,"110, 2000 - 69 STREET SW  CALGARY, AB  T3H 4V7",30,403-503-0203
DAY CARE (FACILITY-BASED PROGRAM),HEARTLAND AGENCY - MONTEREY PARK,"6908 - 26 AVENUE NE  CALGARY, AB  T1Y 6L6",80,403-293-6973
DAY CARE (FACILITY-BASED PROGRAM),HEARTLAND CHILDCARE CENTRE,"101/104 9425 94 AVE  FORT SASKATCHEWAN, AB  T8L 1N6",94,587-285-4844
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),HEARTLAND CHILDCARE CENTRE,"101/104 9425 94 AVE  FORT SASKATCHEWAN, AB  T8L 1N6",94,587-285-4844
PRE-SCHOOL (FACILITY-BASED PROGRAM),HEARTLAND CHILDCARE CENTRE,"101/104 9425 94 AVE  FORT SASKATCHEWAN, AB  T8L 1N6",94,587-285-4844
DAY CARE (FACILITY-BASED PROGRAM),HELPING HANDS EARLY LEARNING CENTRE (DAYCARE),"10014 81 AVENUE  EDMONTON, AB  T6E 1W8",59,780-757-4601
PRE-SCHOOL (FACILITY-BASED PROGRAM),HELPING HANDS PLAYSCHOOL,"4404 - 47 AVENUE  SYLVAN LAKE, AB  T4S 1N4",24,403-392-6362
PRE-SCHOOL (FACILITY-BASED PROGRAM),HELPING ME GROW - WICHINAHIN KOHOPIKIWAN,"12 MICHENER BOULEVARD  RED DEER, AB  T4P 0M1",28,403-896-2039
DAY CARE (FACILITY-BASED PROGRAM),HERITAGE DAY CARE #1,"4 3002 106 STREET  EDMONTON, AB  T6J 5M5",111,780-438-0363
DAY CARE (FACILITY-BASED PROGRAM),HERITAGE HILLS MONTESSORI CHILD DEVELOPMENT CENTRE,"80 HERITAGE HILLS CROSSING  665 BASELINE ROAD  SHERWOOD PARK, AB  T8A 5V9",86,780-449-7202
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),HERITAGE HILLS MONTESSORI CHILD DEVELOPMENT CENTRE,"80 HERITAGE HILLS CROSSING  665 BASELINE ROAD  SHERWOOD PARK, AB  T8A 5V9",86,780-449-7202
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),HERITAGE VALLEY EARLY LEARNING & OUT OF SCHOOL CARE,"2321 119A STREET SW  EDMONTON, AB  T6W 4S4",190,780-966-4481
PRE-SCHOOL (FACILITY-BASED PROGRAM),HERITAGE VALLEY EARLY LEARNING & OUT OF SCHOOL CARE,"2321 119A STREET SW  EDMONTON, AB  T6W 4S4",190,780-966-4481
DAY CARE (FACILITY-BASED PROGRAM),HERITAGE VALLEY EARLY LEARNING & OUT OF SCHOOL CARE,"2321 119A STREET SW  EDMONTON, AB  T6W 4S4",190,780-966-4481
PRE-SCHOOL (FACILITY-BASED PROGRAM),HERMITAGE PLAYSCHOOL ASSOCIATION,"4214 127 AVENUE  ST MARIA GORETTI CATHOLIC SCHOOL  EDMONTON, AB  T5A 3K6",25,780-478-9103
DAY CARE (FACILITY-BASED PROGRAM),HI5 DAYCARE,"4109 106 STREET  EDMONTON, AB  T6J 2S3",71,780-433-6771
