Type,Name,Location,Capacity,Phone
DAY CARE (FACILITY-BASED PROGRAM),DUCLOS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",65,780-404-3603
PRE-SCHOOL (FACILITY-BASED PROGRAM),DUCLOS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",65,780-404-3603
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),DUCLOS DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",65,780-404-3603
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),DUGGAN OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",25,780-436-6760
DAY CARE (FACILITY-BASED PROGRAM),DUGGAN OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",25,780-436-6760
PRE-SCHOOL (FACILITY-BASED PROGRAM),DUNLUCE PRESCHOOL SOCIETY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",21,780-456-3978
PRE-SCHOOL (FACILITY-BASED PROGRAM),E.C.I. LEARNING ACADEMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",45,403-457-3168
PRE-SCHOOL (FACILITY-BASED PROGRAM),E.C.I. LEARNING ACADEMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",22,403-457-3168
PRE-SCHOOL (FACILITY-BASED PROGRAM),EARLY DISCOVERIES NURSERY SCHOOL - HAWKWOOD,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",50,403-239-6565
PRE-SCHOOL (FACILITY-BASED PROGRAM),EARLY DISCOVERIES NURSERY SCHOOL - REDSTONE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,403-239-3444
PRE-SCHOOL (FACILITY-BASED PROGRAM),EARLY DISCOVERIES NURSERY SCHOOL - THORNCLIFFE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",36,403-731-0022
PRE-SCHOOL (FACILITY-BASED PROGRAM),EARLY DISCOVERIES NURSERY SCHOOL- PARKDALE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",25,403-233-0848
PRE-SCHOOL (FACILITY-BASED PROGRAM),EARLY DISCOVERIES NURSERY SCHOOL-KINCORA,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",66,403-239-0444
DAY CARE (FACILITY-BASED PROGRAM),EARLY EXPLORERS LEARNING CENTRE LTD,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",108,403-250-1066
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EARLY EXPLORERS LEARNING CENTRE LTD,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",108,403-250-1066
DAY CARE (FACILITY-BASED PROGRAM),EARLY EXPRESSIONS CHILD CARE BEAUMARIS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",45,780-456-2777
DAY CARE (FACILITY-BASED PROGRAM),EARLY EXPRESSIONS CHILD CARE CLAREVIEW,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",72,780-472-0474
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EARLY EXPRESSIONS CHILD CARE CLAREVIEW,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",72,780-472-0474
DAY CARE (FACILITY-BASED PROGRAM),EARLY LEARNING AND CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",158,403-556-2466
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EARLY LEARNING AND CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",158,403-556-2466
DAY CARE (FACILITY-BASED PROGRAM),EARLY LEARNING CHILDCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",89,780-718-7371
DAY CARE (FACILITY-BASED PROGRAM),EARLY LEARNING INCLUSIVE CHILDCARE INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",26,780-473-0277
PRE-SCHOOL (FACILITY-BASED PROGRAM),EARLY LEARNING PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",21,403-918-9364
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EARLY MINDS OUT OF SCHOOL CARE - OLW,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",65,403-966-5328
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EARLY MINDS OUT OF SCHOOL CARE - ST BONIFACE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",50,403-966-5328
PRE-SCHOOL (FACILITY-BASED PROGRAM),EARLY MINDS PRESCHOOL - CHESTERMERE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",29,403-966-5328
PRE-SCHOOL (FACILITY-BASED PROGRAM),EARLY MINDS PRESCHOOL - MAHOGANY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",37,403-966-5328
PRE-SCHOOL (FACILITY-BASED PROGRAM),EARLY START LEARNING CENTRE THICKWOOD PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",31,587-258-8332
DAY CARE (FACILITY-BASED PROGRAM),EARLY YEARS PRE-SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",32,587-298-4928
DAY CARE (FACILITY-BASED PROGRAM),EARLYBIRD CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",66,780-233-7822
PRE-SCHOOL (FACILITY-BASED PROGRAM),EAST PRAIRIE PRE-K,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,780-523-7457
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EASTHILL SCHOOL AGE PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",42,403-896-2053
PRE-SCHOOL (FACILITY-BASED PROGRAM),ECHO VALLEY-CANDORA CAC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",10,780-471-5326
PRE-SCHOOL (FACILITY-BASED PROGRAM),ECOLE DES PETITS AMIS PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,403-512-3921
PRE-SCHOOL (FACILITY-BASED PROGRAM),ECOLE ENFANTINE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",12,780-468-1458
PRE-SCHOOL (FACILITY-BASED PROGRAM),ECOLE ENFANTINE DE ST. PAUL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",32,780-645-1949
PRE-SCHOOL (FACILITY-BASED PROGRAM),ECOLE PLAMONDON DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,780-798-3840
DAY CARE (FACILITY-BASED PROGRAM),ECOLE PLAMONDON DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,780-798-3840
PRE-SCHOOL (FACILITY-BASED PROGRAM),ECOLE PRE MATERNELLE BOBINO BOBINETTE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,780-486-0673
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ECOLE SIFTON OSCAR,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",56,780-781-5159
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ECOLE ST. JOHN PAUL II SCHOOL BEFORE & AFTER SCHOOL CARE PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",45,403-527-2292
PRE-SCHOOL (FACILITY-BASED PROGRAM),ECOLE ST. MARY SCHOOL JUNIOR KINDERGARTEN,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",41,780-778-2050
PRE-SCHOOL (FACILITY-BASED PROGRAM),EDELWEISS PREPARATORY SCHOOL LTD.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,403-282-4220
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EDGEMONT CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",65,403-239-3663
DAY CARE (FACILITY-BASED PROGRAM),EDGEMONT CHILDCARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",65,403-239-3663
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EDGEMONT EDUSARC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",31,403-241-0131
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EDGERTON EAGLES NEST CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",22,780-806-6542
DAY CARE (FACILITY-BASED PROGRAM),EDGERTON EAGLES NEST CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",22,780-806-6542
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EDMONTON AFTER SCHOOL CARE - MEADOWLARK,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",48,780-481-2968
DAY CARE (FACILITY-BASED PROGRAM),EDMONTON GARRISON MILITARY FAMILY RESOURCE CENTRE DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",104,780-973-4011
PRE-SCHOOL (FACILITY-BASED PROGRAM),EDMONTON GARRISON MILITARY FAMILY RESOURCE CENTRE DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",104,780-973-4011
DAY CARE (FACILITY-BASED PROGRAM),EDMONTON HOSPITAL WORKERS CHILD CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",32,780-735-7978
PRE-SCHOOL (FACILITY-BASED PROGRAM),EDMONTON ISLAMIC SCHOOL SOCIETY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",66,780-452-2761
PRE-SCHOOL (FACILITY-BASED PROGRAM),EDMONTON KHALSA NURSERY SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,780-450-8753
PRE-SCHOOL (FACILITY-BASED PROGRAM),EDMONTON MONTESSORI SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",19,780-266-8008
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EDMONTON MONTESSORI SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",19,780-266-8008
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EDMONTON MORNING STAR MONTESSORI CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",42,780-463-0945
DAY CARE (FACILITY-BASED PROGRAM),EDMONTON MORNING STAR MONTESSORI CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",42,780-463-0945
DAY CARE (FACILITY-BASED PROGRAM),EDMONTON NORTHWEST DAY CARE CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",51,780-454-6353
PRE-SCHOOL (FACILITY-BASED PROGRAM),EDMONTON NORTHWEST OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",41,780-454-9080
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EDMONTON NORTHWEST OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",41,780-454-9080
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EDMONTON REGION CHILD CARE ASSOCIATION (A. BLAIR MCPHERSON) SCHOOL AGE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",25,587-416-2111
DAY CARE (FACILITY-BASED PROGRAM),EDMONTON REGION CHILD CARE ASSOCIATION (A. BLAIR MCPHERSON) SCHOOL AGE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",25,587-416-2111
DAY CARE (FACILITY-BASED PROGRAM),EDMONTON REGION CHILD CARE ASSOCIATION (AVONMORE),"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",43,587-415-4945
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EDMONTON REGION CHILD CARE ASSOCIATION (AVONMORE),"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",43,587-415-4945
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EDMONTON REGION CHILD CARE ASSOCIATION (BELGRAVIA),"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",47,780-278-2672
DAY CARE (FACILITY-BASED PROGRAM),EDMONTON REGION CHILD CARE ASSOCIATION (HOLY SPIRIT),"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",34,780-435-4532
DAY CARE (FACILITY-BASED PROGRAM),EDMONTON REGION CHILD CARE ASSOCIATION (JAN REIMER),"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",74,780-435-4532
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EDMONTON REGION CHILD CARE ASSOCIATION (JAN REIMER),"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",74,780-435-4532
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EDMONTON REGION CHILD CARE ASSOCIATION (LENDRUM),"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",66,780-435-4532
DAY CARE (FACILITY-BASED PROGRAM),EDMONTON REGION CHILD CARE ASSOCIATION (MALMO),"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,780-436-3002
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EDMONTON REGION CHILD CARE ASSOCIATION (MALMO),"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",80,780-436-3002
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EDMONTON REGION CHILD CARE ASSOCIATION (SHAUNA MAE SENECA),"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",51,780-914-2628
DAY CARE (FACILITY-BASED PROGRAM),EDMONTON REGION CHILD CARE ASSOCIATION (ST. STANISLAUS),"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",56,780-391-1331
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EDMONTON REGION CHILD CARE ASSOCIATION (ST. STANISLAUS),"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",56,780-391-1331
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EDMONTON REGION CHILD CARE ASSOCIATION - GARTH WORTHINGTON,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",72,587-415-4945
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EDMONTON REGION CHILD CARE ASSOCIATION - WINDSOR PARK,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",43,587-415-4945
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EDSON EARLY LEARNING & CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",101,780-723-6444
DAY CARE (FACILITY-BASED PROGRAM),EDSON EARLY LEARNING & CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",101,780-723-6444
DAY CARE (FACILITY-BASED PROGRAM),EDU-CARE DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",94,780-483-4140
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EDU-CARE DAY CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",94,780-483-4140
PRE-SCHOOL (FACILITY-BASED PROGRAM),EDUCARE EARLY INTERVENTION,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",25,780-743-3464
DAY CARE (FACILITY-BASED PROGRAM),EDUCARE LEARNING AND CHILD CARE SERVICES,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",33,780-430-7166
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EDUCARE LEARNING AND CHILD CARE SERVICES,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",33,780-430-7166
DAY CARE (FACILITY-BASED PROGRAM),EDUCENTRE EARLY LEARNING,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",70,403-275-0166
PRE-SCHOOL (FACILITY-BASED PROGRAM),ELIZABETH SETTLEMENT ABORIGINAL HEADSTART,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",21,780-594-4559
DAY CARE (FACILITY-BASED PROGRAM),ELLERSLIE CHILDCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,587-710-0951
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ELLERSLIE CHILDCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,587-710-0951
PRE-SCHOOL (FACILITY-BASED PROGRAM),ELLERSLIE ROAD PRE-SCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",55,780-988-5515
PRE-SCHOOL (FACILITY-BASED PROGRAM),ELLERSLIE ROAD PRESCHOOL GRACE POINT,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",35,780-466-4689
DAY CARE (FACILITY-BASED PROGRAM),ELLWOOD DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",98,780-721-9988
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ELLWOOD DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",98,780-721-9988
DAY CARE (FACILITY-BASED PROGRAM),ELM (EARLY LEARNING AT MACEWAN),"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",48,780-497-5195
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ELMWOOD BEFORE & AFTER SCHOOL CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",44,780-489-2220
PRE-SCHOOL (FACILITY-BASED PROGRAM),ELNORA PLAYSCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",16,403-773-3624
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ELSIE YANIK OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",28,780-381-5914
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EMELIA'S CHILD DEVELOPMENT CENTER,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",139,780-458-5355
DAY CARE (FACILITY-BASED PROGRAM),EMELIA'S CHILD DEVELOPMENT CENTER,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",139,780-458-5355
DAY CARE (FACILITY-BASED PROGRAM),ENLIGHTENED BEGINNINGS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",114,780-617-0137
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ENLIGHTENED BEGINNINGS,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",114,780-617-0137
DAY CARE (FACILITY-BASED PROGRAM),ENOCH DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",66,780-470-5688
DAY CARE (FACILITY-BASED PROGRAM),ERIN RIDGE CHILDREN'S ACADEMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",82,780-983-2563
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ERIN RIDGE CHILDREN'S ACADEMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",82,780-983-2563
PRE-SCHOOL (FACILITY-BASED PROGRAM),ERMINESKIN COMMUNITY PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",18,780-438-6623
DAY CARE (FACILITY-BASED PROGRAM),ESG CHILD PLAYCARE CENTER,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",174,403-452-7488
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),ESG CHILD PLAYCARE CENTER,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",174,403-452-7488
PRE-SCHOOL (FACILITY-BASED PROGRAM),EVANSVIEW JUNIOR KINDERGARTEN,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",29,780-727-3623
DAY CARE (FACILITY-BASED PROGRAM),EVERGREEN - SHAWNEE DAYCARE LTD,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",56,403-829-7930
DAY CARE (FACILITY-BASED PROGRAM),EVERGREEN CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,403-690-3720
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EVERGREEN CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,403-690-3720
DAY CARE (FACILITY-BASED PROGRAM),EXPANDING IMAGINATIONS CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",90,403-251-6021
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EXPANDING IMAGINATIONS CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",90,403-251-6021
DAY CARE (FACILITY-BASED PROGRAM),EXPLORE & DISCOVER CHILD CARE CENTER,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,780-817-0329
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),EXPLORE & DISCOVER CHILD CARE CENTER,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,780-817-0329
DAY CARE (FACILITY-BASED PROGRAM),EXPLORING WONDERS DAYCARE INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",70,780-842-3600
DAY CARE (FACILITY-BASED PROGRAM),FABLE CHILD CARE CENTER,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",83,780-572-2882
PRE-SCHOOL (FACILITY-BASED PROGRAM),FAIRVIEW AND DISTRICT PLAYSCHOOL ASSOCIATION,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",19,780-834-7223
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),FALCONRIDGE/CASTLERIDGE COMMUNITY ASSOCIATION - BUZZ CLUB,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",65,403-280-4422
PRE-SCHOOL (FACILITY-BASED PROGRAM),FALCONRIDGE/CASTLERIDGE COMMUNITY ASSOCIATION - BUZZ CLUB,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",65,403-280-4422
DAY CARE (FACILITY-BASED PROGRAM),FAMILY FIRST CREATIVE LEARNING CENTRE INC.,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",100,587-352-5383
DAY CARE (FACILITY-BASED PROGRAM),FAMILY Y.M.C.A. JOHN MILLAR CHILD DEVELOPMENT CENTRE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",61,403-527-9444
PRE-SCHOOL (FACILITY-BASED PROGRAM),"FARMS, FURBABIES & FRIENDS INC.","4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",24,403-505-5460
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),FATHER HENRI VOISIN SCHOOL AGE PROGRAM,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",42,403-347-7973
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),FATHER LEDUC CATHOLIC SCHOOL'S OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,780-986-0045
PRE-SCHOOL (FACILITY-BASED PROGRAM),FINGERPRINTS DISCOVERY PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,403-843-4790
DAY CARE (FACILITY-BASED PROGRAM),FINGERPRINTS DISCOVERY PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,403-843-4790
DAY CARE (FACILITY-BASED PROGRAM),FIRST CHOICE DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",85,780-452-0587
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),FIRST CHOICE DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",85,780-452-0587
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),FIRST CHOICE OSC SHERBROOKE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",27,587-524-5234
DAY CARE (FACILITY-BASED PROGRAM),FIRST FLIGHTS EARLY LEARNING CENTER,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",98,780-594-4803
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),FIRST FLIGHTS OSC,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",116,780-594-6006
PRE-SCHOOL (FACILITY-BASED PROGRAM),FIRST FLIGHTS PRESCHOOL,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",40,780-594-6006
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),FIRST SMILES CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,780-639-1661
DAY CARE (FACILITY-BASED PROGRAM),FIRST SMILES CHILD CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",60,780-639-1661
DAY CARE (FACILITY-BASED PROGRAM),FIRST STEP DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",84,780-200-5149
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),FIRST STEP DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",84,780-200-5149
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),FIRST STEP DAYCARE & AFTERSCHOOL DOWNTOWN,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",62,780-249-2210
DAY CARE (FACILITY-BASED PROGRAM),FIRST STEP DAYCARE & AFTERSCHOOL DOWNTOWN,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",62,780-249-2210
PRE-SCHOOL (FACILITY-BASED PROGRAM),FIRST STEPS & BEYOND DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",38,403-347-0022
DAY CARE (FACILITY-BASED PROGRAM),FIRST STEPS & BEYOND DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",38,403-347-0022
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),FIRST STEPS & BEYOND DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",38,403-347-0022
DAY CARE (FACILITY-BASED PROGRAM),FIRST STEPS ACADEMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",102,403-460-8308
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),FIRST STEPS ACADEMY,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",102,403-460-8308
PRE-SCHOOL (FACILITY-BASED PROGRAM),FIRST STEPS KIDS PRESCHOOL AND YOUTH CENTRE (BEFORE & AFTER CARE),"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,403-830-5008
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),FIRST STEPS KIDS PRESCHOOL AND YOUTH CENTRE (BEFORE & AFTER CARE),"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",20,403-830-5008
DAY CARE (FACILITY-BASED PROGRAM),FIRST STEPS LEARNING CENTRE DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",64,780-672-4691
PRE-SCHOOL (FACILITY-BASED PROGRAM),FISHING LAKE BRIGHT STAR SCHOOL (ABORIGINAL HEAD START),"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",30,780-943-2661
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),FISHING LAKE OUT OF SCHOOL CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",15,780-943-2777
OUT OF SCHOOL CARE (FACILITY-BASED PROGRAM),FIT KIDS CARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",65,403-288-1555
DAY CARE (FACILITY-BASED PROGRAM),FLAGSTAFF KIDS CONNECTION DAYCARE,"4807 131 AVENUE NW  EDMONTON, AB  T5A 3G7",34,780-385-0672
